0,8,2,0.25
1,2,10,5
2,10,12,1.2
3,12,22,1.8333
4,22,34,1.5455
5,34,56,1.6471
6,56,90,1.6071
7,90,146,1.6222
8,146,236,1.6164
9,236,382,1.6186
10,382,618,1.6178
11,618,1000,1.6181
12,1000,1618,1.618
13,1618,2618,1.618
14,2618,4236,1.618
15,4236,6854,1.618
16,6854,11090,1.618
17,11090,17944,1.618
18,17944,29034,1.618
19,29034,46978,1.618
20,46978,76012,1.618
21,76012,1.2299e+05,1.618
22,1.2299e+05,1.99e+05,1.618
23,1.99e+05,3.2199e+05,1.618
24,3.2199e+05,5.2099e+05,1.618
25,5.2099e+05,8.4299e+05,1.618
26,8.4299e+05,1.364e+06,1.618
27,1.364e+06,2.207e+06,1.618
28,2.207e+06,3.5709e+06,1.618
29,3.5709e+06,5.7779e+06,1.618
30,5.7779e+06,9.3489e+06,1.618
31,9.3489e+06,1.5127e+07,1.618
32,1.5127e+07,2.4476e+07,1.618
33,2.4476e+07,3.9602e+07,1.618
34,3.9602e+07,6.4078e+07,1.618
35,6.4078e+07,1.0368e+08,1.618
36,1.0368e+08,1.6776e+08,1.618
37,1.6776e+08,2.7144e+08,1.618
38,2.7144e+08,4.392e+08,1.618
39,4.392e+08,7.1064e+08,1.618
40,7.1064e+08,1.1498e+09,1.618
41,1.1498e+09,1.8605e+09,1.618
42,1.8605e+09,3.0103e+09,1.618
43,3.0103e+09,4.8708e+09,1.618
44,4.8708e+09,7.8811e+09,1.618
45,7.8811e+09,1.2752e+10,1.618
46,1.2752e+10,2.0633e+10,1.618
47,2.0633e+10,3.3385e+10,1.618
48,3.3385e+10,5.4018e+10,1.618
49,5.4018e+10,8.7402e+10,1.618
50,8.7402e+10,1.4142e+11,1.618
51,1.4142e+11,2.2882e+11,1.618
52,2.2882e+11,3.7024e+11,1.618
53,3.7024e+11,5.9907e+11,1.618
54,5.9907e+11,9.6931e+11,1.618
55,9.6931e+11,1.5684e+12,1.618
56,1.5684e+12,2.5377e+12,1.618
57,2.5377e+12,4.1061e+12,1.618
58,4.1061e+12,6.6437e+12,1.618
59,6.6437e+12,1.075e+13,1.618
60,1.075e+13,1.7394e+13,1.618
61,1.7394e+13,2.8143e+13,1.618
62,2.8143e+13,4.5537e+13,1.618
63,4.5537e+13,7.368e+13,1.618
64,7.368e+13,1.1922e+14,1.618
65,1.1922e+14,1.929e+14,1.618
66,1.929e+14,3.1211e+14,1.618
67,3.1211e+14,5.0501e+14,1.618
68,5.0501e+14,8.1713e+14,1.618
69,8.1713e+14,1.3221e+15,1.618
70,1.3221e+15,2.1393e+15,1.618
71,2.1393e+15,3.4614e+15,1.618
72,3.4614e+15,5.6007e+15,1.618
73,5.6007e+15,9.0621e+15,1.618
74,9.0621e+15,1.4663e+16,1.618
75,1.4663e+16,2.3725e+16,1.618
76,2.3725e+16,3.8388e+16,1.618
77,3.8388e+16,6.2112e+16,1.618
78,6.2112e+16,1.005e+17,1.618
79,1.005e+17,1.6261e+17,1.618
80,1.6261e+17,2.6311e+17,1.618
81,2.6311e+17,4.2572e+17,1.618
82,4.2572e+17,6.8884e+17,1.618
83,6.8884e+17,1.1146e+18,1.618
84,1.1146e+18,1.8034e+18,1.618
85,1.8034e+18,2.918e+18,1.618
86,2.918e+18,4.7214e+18,1.618
87,4.7214e+18,7.6393e+18,1.618
88,7.6393e+18,1.2361e+19,1.618
89,1.2361e+19,2e+19,1.618
90,2e+19,3.2361e+19,1.618
91,3.2361e+19,5.2361e+19,1.618
92,5.2361e+19,8.4721e+19,1.618
93,8.4721e+19,1.3708e+20,1.618
94,1.3708e+20,2.218e+20,1.618
95,2.218e+20,3.5888e+20,1.618
96,3.5888e+20,5.8069e+20,1.618
97,5.8069e+20,9.3957e+20,1.618
98,9.3957e+20,1.5203e+21,1.618
99,1.5203e+21,2.4598e+21,1.618
100,2.4598e+21,3.9801e+21,1.618
101,3.9801e+21,6.4399e+21,1.618
102,6.4399e+21,1.042e+22,1.618
103,1.042e+22,1.686e+22,1.618
104,1.686e+22,2.728e+22,1.618
105,2.728e+22,4.414e+22,1.618
106,4.414e+22,7.142e+22,1.618
107,7.142e+22,1.1556e+23,1.618
108,1.1556e+23,1.8698e+23,1.618
109,1.8698e+23,3.0254e+23,1.618
110,3.0254e+23,4.8952e+23,1.618
111,4.8952e+23,7.9206e+23,1.618
112,7.9206e+23,1.2816e+24,1.618
113,1.2816e+24,2.0736e+24,1.618
114,2.0736e+24,3.3552e+24,1.618
115,3.3552e+24,5.4289e+24,1.618
116,5.4289e+24,8.7841e+24,1.618
117,8.7841e+24,1.4213e+25,1.618
118,1.4213e+25,2.2997e+25,1.618
119,2.2997e+25,3.721e+25,1.618
120,3.721e+25,6.0207e+25,1.618
121,6.0207e+25,9.7417e+25,1.618
122,9.7417e+25,1.5762e+26,1.618
123,1.5762e+26,2.5504e+26,1.618
124,2.5504e+26,4.1266e+26,1.618
125,4.1266e+26,6.677e+26,1.618
126,6.677e+26,1.0804e+27,1.618
127,1.0804e+27,1.7481e+27,1.618
128,1.7481e+27,2.8284e+27,1.618
129,2.8284e+27,4.5765e+27,1.618
130,4.5765e+27,7.405e+27,1.618
131,7.405e+27,1.1981e+28,1.618
132,1.1981e+28,1.9386e+28,1.618
133,1.9386e+28,3.1368e+28,1.618
134,3.1368e+28,5.0754e+28,1.618
135,5.0754e+28,8.2122e+28,1.618
136,8.2122e+28,1.3288e+29,1.618
137,1.3288e+29,2.15e+29,1.618
138,2.15e+29,3.4788e+29,1.618
139,3.4788e+29,5.6287e+29,1.618
140,5.6287e+29,9.1075e+29,1.618
141,9.1075e+29,1.4736e+30,1.618
142,1.4736e+30,2.3844e+30,1.618
143,2.3844e+30,3.858e+30,1.618
144,3.858e+30,6.2424e+30,1.618
145,6.2424e+30,1.01e+31,1.618
146,1.01e+31,1.6343e+31,1.618
147,1.6343e+31,2.6443e+31,1.618
148,2.6443e+31,4.2786e+31,1.618
149,4.2786e+31,6.9229e+31,1.618
150,6.9229e+31,1.1201e+32,1.618
151,1.1201e+32,1.8124e+32,1.618
152,1.8124e+32,2.9326e+32,1.618
153,2.9326e+32,4.745e+32,1.618
154,4.745e+32,7.6776e+32,1.618
155,7.6776e+32,1.2423e+33,1.618
156,1.2423e+33,2.01e+33,1.618
157,2.01e+33,3.2523e+33,1.618
158,3.2523e+33,5.2623e+33,1.618
159,5.2623e+33,8.5146e+33,1.618
160,8.5146e+33,1.3777e+34,1.618
161,1.3777e+34,2.2292e+34,1.618
162,2.2292e+34,3.6068e+34,1.618
163,3.6068e+34,5.836e+34,1.618
164,5.836e+34,9.4428e+34,1.618
165,9.4428e+34,1.5279e+35,1.618
166,1.5279e+35,2.4722e+35,1.618
167,2.4722e+35,4e+35,1.618
168,4e+35,6.4722e+35,1.618
169,6.4722e+35,1.0472e+36,1.618
170,1.0472e+36,1.6944e+36,1.618
171,1.6944e+36,2.7417e+36,1.618
172,2.7417e+36,4.4361e+36,1.618
173,4.4361e+36,7.1778e+36,1.618
174,7.1778e+36,1.1614e+37,1.618
175,1.1614e+37,1.8792e+37,1.618
176,1.8792e+37,3.0406e+37,1.618
177,3.0406e+37,4.9197e+37,1.618
178,4.9197e+37,7.9603e+37,1.618
179,7.9603e+37,1.288e+38,1.618
180,1.288e+38,2.084e+38,1.618
181,2.084e+38,3.372e+38,1.618
182,3.372e+38,5.4561e+38,1.618
183,5.4561e+38,8.8281e+38,1.618
184,8.8281e+38,1.4284e+39,1.618
185,1.4284e+39,2.3112e+39,1.618
186,2.3112e+39,3.7396e+39,1.618
187,3.7396e+39,6.0509e+39,1.618
188,6.0509e+39,9.7905e+39,1.618
189,9.7905e+39,1.5841e+40,1.618
190,1.5841e+40,2.5632e+40,1.618
191,2.5632e+40,4.1473e+40,1.618
192,4.1473e+40,6.7105e+40,1.618
193,6.7105e+40,1.0858e+41,1.618
194,1.0858e+41,1.7568e+41,1.618
195,1.7568e+41,2.8426e+41,1.618
196,2.8426e+41,4.5995e+41,1.618
197,4.5995e+41,7.4421e+41,1.618
198,7.4421e+41,1.2042e+42,1.618
199,1.2042e+42,1.9484e+42,1.618
200,1.9484e+42,3.1525e+42,1.618
201,3.1525e+42,5.1009e+42,1.618
202,5.1009e+42,8.2534e+42,1.618
203,8.2534e+42,1.3354e+43,1.618
204,1.3354e+43,2.1608e+43,1.618
205,2.1608e+43,3.4962e+43,1.618
206,3.4962e+43,5.657e+43,1.618
207,5.657e+43,9.1532e+43,1.618
208,9.1532e+43,1.481e+44,1.618
209,1.481e+44,2.3963e+44,1.618
210,2.3963e+44,3.8773e+44,1.618
211,3.8773e+44,6.2737e+44,1.618
212,6.2737e+44,1.0151e+45,1.618
213,1.0151e+45,1.6425e+45,1.618
214,1.6425e+45,2.6576e+45,1.618
215,2.6576e+45,4.3e+45,1.618
